id;sat_claveaduana;sat_patente;sat_ejercicio;sat_cantidad;sat_fechainicio;sat_fechafin
612;7;1,230;2,015;036212;1/1/2017;null
613;23;1,230;2,014;000879;1/1/2017;null
614;23;1,230;2,015;000773;1/1/2017;null
615;25;1,230;2,013;003438;1/1/2017;null
616;25;1,230;2,014;003312;1/1/2017;null
617;26;1,230;2,008;000049;1/1/2017;null
618;26;1,230;2,009;000039;1/1/2017;null
619;26;1,230;2,010;000001;1/1/2017;null
620;26;1,230;2,011;000207;1/1/2017;null
621;26;1,230;2,012;000279;1/1/2017;null
622;26;1,230;2,013;000504;1/1/2017;null
623;26;1,230;2,014;001096;1/1/2017;null
624;26;1,230;2,015;000534;1/1/2017;null
625;33;1,231;2,007;007384;1/1/2017;null
626;33;1,231;2,008;003784;1/1/2017;null
627;33;1,231;2,009;000487;1/1/2017;null
628;33;1,231;2,010;000068;1/1/2017;null
629;37;1,252;2,007;010629;1/1/2017;null
630;37;1,252;2,008;012575;1/1/2017;null
631;37;1,252;2,009;012008;1/1/2017;null
632;37;1,252;2,010;012685;1/1/2017;null
633;37;1,252;2,011;014580;1/1/2017;null
634;37;1,252;2,012;077823;1/1/2017;null
635;37;1,252;2,013;009950;1/1/2017;null
636;37;1,252;2,014;010401;1/1/2017;null
637;37;1,252;2,015;015084;1/1/2017;null
638;37;1,252;2,016;600284;1/1/2017;null
639;37;1,252;2,017;999999;4/28/2017;null
640;44;1,271;2,007;003277;1/1/2017;null
641;44;1,271;2,008;003071;1/1/2017;null
642;44;1,271;2,009;001381;1/1/2017;null
643;44;1,271;2,010;001380;1/1/2017;null
644;44;1,271;2,011;001832;1/1/2017;null
645;44;1,271;2,012;001618;1/1/2017;null
646;44;1,271;2,013;001417;1/1/2017;null
647;44;1,271;2,014;001528;1/1/2017;null
648;44;1,271;2,015;001327;1/1/2017;null
649;44;1,271;2,016;001324;1/1/2017;null
650;44;1,271;2,017;999999;4/28/2017;null
651;47;1,276;2,007;705001;1/1/2017;null
652;47;1,276;2,008;805151;1/1/2017;null
653;47;1,276;2,009;903366;1/1/2017;null
654;47;1,276;2,010;002044;1/1/2017;null
655;30;1,297;2,007;999886;1/1/2017;null
656;30;1,297;2,008;888888;1/1/2017;null
657;30;1,297;2,009;020418;1/1/2017;null
658;30;1,297;2,010;010840;1/1/2017;null
659;30;1,297;2,011;012135;1/1/2017;null
660;30;1,297;2,012;016736;1/1/2017;null
661;30;1,297;2,013;017316;1/1/2017;null
662;30;1,297;2,014;021355;1/1/2017;null
663;30;1,297;2,015;212784;1/1/2017;null
664;30;1,297;2,016;009063;1/1/2017;null
665;43;1,333;2,007;002475;1/1/2017;null
666;43;1,333;2,008;002409;1/1/2017;null
667;43;1,333;2,009;001676;1/1/2017;null
668;43;1,333;2,010;001978;1/1/2017;null
669;43;1,333;2,011;002227;1/1/2017;null
670;43;1,333;2,012;001958;1/1/2017;null
671;43;1,333;2,013;301037;1/1/2017;null
672;43;1,333;2,014;002000;1/1/2017;null
673;43;1,333;2,015;501281;1/1/2017;null
674;43;1,333;2,016;600952;1/1/2017;null
675;43;1,333;2,017;999999;4/28/2017;null
676;19;1,335;2,011;000474;1/1/2017;null
677;19;1,335;2,012;001353;1/1/2017;null
678;19;1,335;2,013;001815;1/1/2017;null
679;19;1,335;2,014;001573;1/1/2017;null
680;19;1,335;2,015;000656;1/1/2017;null
681;23;1,335;2,009;000084;1/1/2017;null
682;23;1,335;2,010;000288;1/1/2017;null
683;23;1,335;2,011;011431;1/1/2017;null
684;23;1,335;2,012;004234;1/1/2017;null
685;23;1,335;2,013;005141;1/1/2017;null
686;23;1,335;2,014;006596;1/1/2017;null
687;23;1,335;2,015;006022;1/1/2017;null
688;23;1,335;2,016;006865;1/1/2017;null
689;23;1,335;2,017;999999;4/28/2017;null
690;24;1,335;2,015;000003;1/1/2017;null
691;24;1,335;2,016;000304;1/1/2017;null
692;24;1,335;2,017;999999;4/28/2017;null
693;40;1,335;2,011;000397;1/1/2017;null
694;40;1,335;2,012;000949;1/1/2017;null
695;40;1,335;2,013;000942;1/1/2017;null
696;40;1,335;2,014;000863;1/1/2017;null
697;40;1,335;2,015;017711;1/1/2017;null
698;40;1,335;2,016;001024;1/1/2017;null
699;40;1,335;2,017;999999;4/28/2017;null
700;7;1,341;2,007;017367;1/1/2017;null
701;7;1,341;2,008;010316;1/1/2017;null
702;7;1,341;2,009;003886;1/1/2017;null
703;7;1,341;2,010;005235;1/1/2017;null
704;7;1,341;2,011;010844;1/1/2017;null
705;7;1,341;2,012;021993;1/1/2017;null
706;7;1,341;2,013;025264;1/1/2017;null
707;7;1,341;2,014;015232;1/1/2017;null
708;7;1,341;2,015;018234;1/1/2017;null
709;19;1,341;2,011;000001;1/1/2017;null
710;19;1,341;2,012;000970;1/1/2017;null
711;19;1,341;2,013;006910;1/1/2017;null
712;19;1,341;2,014;007581;1/1/2017;null
713;19;1,341;2,015;001192;1/1/2017;null
714;25;1,341;2,015;000162;1/1/2017;null
715;33;1,341;2,012;000260;1/1/2017;null
716;33;1,341;2,013;007937;1/1/2017;null
717;33;1,341;2,014;006066;1/1/2017;null
718;33;1,341;2,015;001559;1/1/2017;null
719;43;1,364;2,007;003534;1/1/2017;null
720;43;1,364;2,008;800321;1/1/2017;null
721;43;1,364;2,009;003837;1/1/2017;null
722;43;1,364;2,010;003820;1/1/2017;null
723;43;1,364;2,011;003644;1/1/2017;null
724;43;1,364;2,012;003727;1/1/2017;null
725;43;1,364;2,013;003836;1/1/2017;null
726;43;1,364;2,014;002876;1/1/2017;null
727;43;1,364;2,015;500607;1/1/2017;null
728;43;1,364;2,016;600236;1/1/2017;null
729;43;1,364;2,017;999999;4/28/2017;null
730;16;1,370;2,013;005712;1/1/2017;null
731;16;1,370;2,014;046606;1/1/2017;null
732;16;1,370;2,015;002130;1/1/2017;null
733;30;1,370;2,007;004020;1/1/2017;null
734;30;1,370;2,008;007647;1/1/2017;null
735;30;1,370;2,009;006567;1/1/2017;null
736;30;1,370;2,010;001853;1/1/2017;null
737;30;1,370;2,011;001828;1/1/2017;null
738;30;1,370;2,012;000906;1/1/2017;null
739;30;1,370;2,013;000370;1/1/2017;null
740;47;1,370;2,013;000456;1/1/2017;null
741;47;1,370;2,014;001144;1/1/2017;null
742;47;1,370;2,015;000030;1/1/2017;null
743;51;1,370;2,013;003094;1/1/2017;null
744;51;1,370;2,014;011471;1/1/2017;null
745;51;1,370;2,015;001513;1/1/2017;null
746;52;1,370;2,013;005657;1/1/2017;null
747;52;1,370;2,014;002452;1/1/2017;null
748;52;1,370;2,015;000078;1/1/2017;null
749;47;1,371;2,007;002371;1/1/2017;null
750;47;1,371;2,008;002334;1/1/2017;null
751;47;1,371;2,009;900872;1/1/2017;null
752;47;1,371;2,010;002763;1/1/2017;null
753;47;1,371;2,011;002986;1/1/2017;null
754;47;1,371;2,012;001804;1/1/2017;null
755;47;1,371;2,013;001373;1/1/2017;null
756;47;1,371;2,014;001391;1/1/2017;null
757;47;1,371;2,015;002031;1/1/2017;null
758;47;1,371;2,016;001908;1/1/2017;null
759;47;1,371;2,017;999999;4/28/2017;null
760;27;1,381;2,007;003254;1/1/2017;null
761;27;1,381;2,008;002983;1/1/2017;null
762;27;1,381;2,009;900382;1/1/2017;null
763;27;1,381;2,010;003011;1/1/2017;null
764;27;1,381;2,011;002101;1/1/2017;null
765;27;1,381;2,012;001729;1/1/2017;null
766;27;1,381;2,013;001891;1/1/2017;null
767;27;1,381;2,014;002194;1/1/2017;null
768;27;1,381;2,015;001957;1/1/2017;null
769;27;1,381;2,016;002508;1/1/2017;null
770;27;1,381;2,017;999999;4/28/2017;null
771;47;1,387;2,007;000456;1/1/2017;null
772;47;1,387;2,008;000813;1/1/2017;null
773;47;1,387;2,009;900157;1/1/2017;null
774;47;1,387;2,010;001544;1/1/2017;null
775;47;1,387;2,011;100537;1/1/2017;null
776;47;1,387;2,012;002423;1/1/2017;null
777;47;1,387;2,013;300324;1/1/2017;null
778;47;1,387;2,014;002350;1/1/2017;null
779;47;1,387;2,015;002559;1/1/2017;null
780;47;1,387;2,016;600085;1/1/2017;null
781;47;1,387;2,017;999999;4/28/2017;null
782;30;1,404;2,007;005398;1/1/2017;null
783;30;1,404;2,008;015001;1/1/2017;null
784;24;1,410;2,007;018891;1/1/2017;null
785;24;1,410;2,008;004194;1/1/2017;null
786;24;1,410;2,009;004062;1/1/2017;null
787;24;1,410;2,010;004035;1/1/2017;null
788;24;1,410;2,011;010703;1/1/2017;null
789;24;1,410;2,012;013080;1/1/2017;null
790;24;1,410;2,013;012314;1/1/2017;null
791;24;1,410;2,014;016565;1/1/2017;null
792;24;1,410;2,015;013236;1/1/2017;null
793;24;1,410;2,016;010309;1/1/2017;null
794;24;1,410;2,017;999999;4/28/2017;null
795;80;1,410;2,013;000061;1/1/2017;null
796;80;1,410;2,014;005713;1/1/2017;null
797;80;1,410;2,015;000619;1/1/2017;null
798;80;1,410;2,016;002877;1/1/2017;null
799;80;1,410;2,017;999999;4/28/2017;null
800;47;1,424;2,007;000142;1/1/2017;null
801;47;1,424;2,008;800024;1/1/2017;null
802;47;1,424;2,010;000134;1/1/2017;null
803;47;1,424;2,011;000267;1/1/2017;null
804;47;1,424;2,012;000025;1/1/2017;null
805;7;1,435;2,007;007669;1/1/2017;null
806;7;1,435;2,008;006998;1/1/2017;null
807;7;1,435;2,009;006531;1/1/2017;null
808;7;1,435;2,010;006505;1/1/2017;null
809;7;1,435;2,011;006552;1/1/2017;null
810;7;1,435;2,012;006777;1/1/2017;null
811;7;1,435;2,013;007044;1/1/2017;null
812;7;1,435;2,014;007451;1/1/2017;null
813;7;1,435;2,015;006811;1/1/2017;null
814;7;1,435;2,016;006453;1/1/2017;null
815;7;1,435;2,017;999999;4/28/2017;null
816;23;1,444;2,007;024211;1/1/2017;null
817;23;1,444;2,008;019008;1/1/2017;null
818;23;1,444;2,009;017500;1/1/2017;null
819;23;1,444;2,010;017418;1/1/2017;null
820;23;1,444;2,011;014589;1/1/2017;null
821;23;1,444;2,012;015360;1/1/2017;null
822;23;1,444;2,013;016277;1/1/2017;null
823;23;1,444;2,014;015151;1/1/2017;null
824;23;1,444;2,015;013556;1/1/2017;null
825;23;1,444;2,016;014449;1/1/2017;null
826;23;1,444;2,017;999999;4/28/2017;null
827;24;1,450;2,012;000267;1/1/2017;null
828;24;1,450;2,013;073914;1/1/2017;null
829;24;1,450;2,014;501239;1/1/2017;null
830;24;1,450;2,016;021009;1/1/2017;null
831;24;1,450;2,017;999999;4/28/2017;null
832;27;1,450;2,007;012326;1/1/2017;null
833;27;1,450;2,008;008774;1/1/2017;null
834;27;1,450;2,009;002545;1/1/2017;null
835;27;1,450;2,010;007162;1/1/2017;null
836;27;1,450;2,011;003486;1/1/2017;null
837;27;1,450;2,012;008515;1/1/2017;null
838;27;1,450;2,013;010263;1/1/2017;null
839;27;1,450;2,014;008745;1/1/2017;null
840;27;1,450;2,016;001108;1/1/2017;null
841;27;1,450;2,017;999999;4/28/2017;null
842;44;1,450;2,013;000943;1/1/2017;null
843;44;1,450;2,014;000588;1/1/2017;null
844;44;1,450;2,016;000101;1/1/2017;null
845;44;1,450;2,017;999999;4/28/2017;null
846;44;1,470;2,007;003460;1/1/2017;null
847;44;1,470;2,008;001670;1/1/2017;null
848;44;1,470;2,009;001417;1/1/2017;null
849;44;1,470;2,010;001402;1/1/2017;null
850;44;1,470;2,011;000975;1/1/2017;null
851;44;1,470;2,012;000971;1/1/2017;null
852;44;1,470;2,013;001098;1/1/2017;null
853;44;1,470;2,014;001070;1/1/2017;null
854;44;1,470;2,015;001236;1/1/2017;null
855;44;1,470;2,016;001080;1/1/2017;null
856;44;1,470;2,017;999999;4/28/2017;null
857;16;1,478;2,015;000058;1/1/2017;null
858;16;1,478;2,016;000268;1/1/2017;null
859;16;1,478;2,017;999999;4/28/2017;null
860;43;1,478;2,007;000050;1/1/2017;null
861;43;1,478;2,008;000106;1/1/2017;null
862;43;1,478;2,009;000390;1/1/2017;null
863;43;1,478;2,010;000316;1/1/2017;null
864;43;1,478;2,011;000257;1/1/2017;null
865;43;1,478;2,012;000197;1/1/2017;null
866;43;1,478;2,013;000107;1/1/2017;null
867;43;1,478;2,014;005259;1/1/2017;null
868;43;1,478;2,015;000362;1/1/2017;null
869;43;1,478;2,016;001760;1/1/2017;null
870;43;1,478;2,017;999999;4/28/2017;null
871;24;1,485;2,007;015005;1/1/2017;null
872;24;1,485;2,008;002450;1/1/2017;null
873;24;1,485;2,009;002307;1/1/2017;null
874;24;1,485;2,010;002299;1/1/2017;null
875;24;1,485;2,011;002740;1/1/2017;null
876;24;1,485;2,012;003163;1/1/2017;null
877;24;1,485;2,013;003072;1/1/2017;null
878;24;1,485;2,014;003383;1/1/2017;null
879;24;1,485;2,015;003697;1/1/2017;null
880;24;1,485;2,016;004274;1/1/2017;null
881;24;1,485;2,017;999999;4/28/2017;null
882;24;1,487;2,007;001517;1/1/2017;null
883;24;1,487;2,008;100479;1/1/2017;null
884;24;1,487;2,009;011174;1/1/2017;null
885;24;1,487;2,010;011764;1/1/2017;null
886;24;1,487;2,011;012875;1/1/2017;null
887;24;1,487;2,012;999998;1/1/2017;null
888;24;1,487;2,013;100819;1/1/2017;null
889;24;1,487;2,014;051447;1/1/2017;null
890;24;1,487;2,015;018917;1/1/2017;null
891;24;1,487;2,016;091054;1/1/2017;null
892;24;1,487;2,017;999999;4/28/2017;null
893;17;1,488;2,016;002338;1/1/2017;null
894;17;1,488;2,017;999999;4/28/2017;null
895;30;1,488;2,007;705422;1/1/2017;null
896;30;1,488;2,008;111111;1/1/2017;null
897;30;1,488;2,009;001593;1/1/2017;null
898;30;1,488;2,010;001324;1/1/2017;null
899;30;1,488;2,011;001579;1/1/2017;null
900;30;1,488;2,012;001439;1/1/2017;null
901;30;1,488;2,013;001459;1/1/2017;null
902;30;1,488;2,014;001424;1/1/2017;null
903;30;1,488;2,015;001777;1/1/2017;null
904;30;1,488;2,016;002527;1/1/2017;null
905;30;1,488;2,017;999999;4/28/2017;null
906;24;1,521;2,007;001500;1/1/2017;null
907;24;1,521;2,008;003079;1/1/2017;null
908;24;1,521;2,009;009999;1/1/2017;null
909;20;1,528;2,007;000234;1/1/2017;null
910;20;1,528;2,008;000129;1/1/2017;null
911;20;1,528;2,009;000102;1/1/2017;null
912;20;1,528;2,010;000092;1/1/2017;null
913;20;1,528;2,011;000165;1/1/2017;null
914;20;1,528;2,012;000152;1/1/2017;null
915;20;1,528;2,013;000156;1/1/2017;null
916;20;1,528;2,014;000147;1/1/2017;null
917;20;1,528;2,015;000222;1/1/2017;null
918;20;1,528;2,016;000215;1/1/2017;null
919;20;1,528;2,017;999999;4/28/2017;null
920;43;1,530;2,007;001128;1/1/2017;null
921;43;1,530;2,008;800993;1/1/2017;null
922;43;1,530;2,009;001186;1/1/2017;null
923;43;1,530;2,010;000107;1/1/2017;null
924;40;1,539;2,007;002026;1/1/2017;null
925;40;1,539;2,008;001999;1/1/2017;null
926;40;1,539;2,009;001670;1/1/2017;null
927;40;1,539;2,010;000073;1/1/2017;null
928;24;1,540;2,007;005336;1/1/2017;null
929;24;1,540;2,008;005609;1/1/2017;null
930;17;1,542;2,007;000070;1/1/2017;null
931;24;1,549;2,008;000974;1/1/2017;null
932;16;1,550;2,011;000475;1/1/2017;null
933;16;1,550;2,012;000372;1/1/2017;null
934;16;1,550;2,013;100910;1/1/2017;null
935;16;1,550;2,014;201846;1/1/2017;null
936;16;1,550;2,015;900631;1/1/2017;null
937;16;1,550;2,016;301210;1/1/2017;null
938;16;1,550;2,017;999999;4/28/2017;null
939;24;1,550;2,016;000632;1/1/2017;null
940;24;1,550;2,017;999999;4/28/2017;null
941;47;1,550;2,007;000122;1/1/2017;null
942;47;1,550;2,008;000268;1/1/2017;null
943;47;1,550;2,009;000645;1/1/2017;null
944;47;1,550;2,010;000655;1/1/2017;null
945;47;1,550;2,011;000702;1/1/2017;null
946;47;1,550;2,012;000731;1/1/2017;null
947;47;1,550;2,013;000673;1/1/2017;null
948;47;1,550;2,014;001249;1/1/2017;null
949;47;1,550;2,015;001464;1/1/2017;null
950;47;1,550;2,016;001796;1/1/2017;null
951;47;1,550;2,017;999999;4/28/2017;null
952;17;1,553;2,007;700011;1/1/2017;null
953;17;1,553;2,008;000987;1/1/2017;null
954;43;1,556;2,007;000013;1/1/2017;null
955;43;1,556;2,008;001518;1/1/2017;null
956;43;1,556;2,009;001130;1/1/2017;null
957;43;1,556;2,010;001099;1/1/2017;null
958;43;1,556;2,011;001348;1/1/2017;null
959;43;1,556;2,012;001289;1/1/2017;null
960;43;1,556;2,013;000853;1/1/2017;null
961;43;1,556;2,014;000929;1/1/2017;null
962;43;1,556;2,015;500053;1/1/2017;null
963;43;1,556;2,016;600028;1/1/2017;null
964;43;1,556;2,017;999999;4/28/2017;null
965;27;1,557;2,007;000009;1/1/2017;null
966;27;1,557;2,008;000592;1/1/2017;null
967;19;1,562;2,007;000010;1/1/2017;null
968;19;1,562;2,008;000134;1/1/2017;null
969;19;1,562;2,009;000143;1/1/2017;null
970;19;1,562;2,010;000829;1/1/2017;null
971;19;1,562;2,011;003923;1/1/2017;null
972;19;1,562;2,012;003254;1/1/2017;null
973;19;1,562;2,013;002550;1/1/2017;null
974;19;1,562;2,014;002179;1/1/2017;null
975;19;1,562;2,015;002057;1/1/2017;null
976;19;1,562;2,016;002433;1/1/2017;null
977;19;1,562;2,017;999999;4/28/2017;null
978;24;1,563;2,012;009260;1/1/2017;null
979;24;1,563;2,013;001564;1/1/2017;null
980;24;1,563;2,014;003675;1/1/2017;null
981;24;1,563;2,015;006045;1/1/2017;null
982;24;1,563;2,016;006330;1/1/2017;null
983;25;1,563;2,008;005505;1/1/2017;null
984;25;1,563;2,009;003233;1/1/2017;null
985;25;1,563;2,010;003320;1/1/2017;null
986;25;1,563;2,011;003384;1/1/2017;null
987;25;1,563;2,012;003969;1/1/2017;null
988;25;1,563;2,013;002396;1/1/2017;null
989;25;1,563;2,014;004593;1/1/2017;null
990;25;1,563;2,015;002161;1/1/2017;null
991;25;1,563;2,016;001542;1/1/2017;null
992;16;1,564;2,015;000033;1/1/2017;null
993;16;1,564;2,016;000248;1/1/2017;null
994;16;1,564;2,017;999999;4/28/2017;null
995;24;1,564;2,008;001674;1/1/2017;null
996;24;1,564;2,009;005110;1/1/2017;null
997;24;1,564;2,010;003274;1/1/2017;null
998;24;1,564;2,011;003386;1/1/2017;null
999;24;1,564;2,012;000733;1/1/2017;null
1,000;24;1,564;2,013;000561;1/1/2017;null
1,001;24;1,564;2,014;001845;1/1/2017;null
1,002;24;1,564;2,015;003933;1/1/2017;null
1,003;24;1,564;2,016;004126;1/1/2017;null
1,004;24;1,564;2,017;999999;4/28/2017;null
1,005;30;1,566;2,008;002775;1/1/2017;null
1,006;43;1,567;2,008;000006;1/1/2017;null
1,007;16;1,592;2,016;000600;1/1/2017;null
1,008;16;1,592;2,017;999999;4/28/2017;null
1,009;24;1,592;2,010;119975;1/1/2017;null
1,010;24;1,592;2,011;005335;1/1/2017;null
1,011;24;1,592;2,012;006730;1/1/2017;null
1,012;24;1,592;2,013;006062;1/1/2017;null
1,013;24;1,592;2,014;006119;1/1/2017;null
1,014;24;1,592;2,015;005557;1/1/2017;null
1,015;24;1,592;2,016;004899;1/1/2017;null
1,016;24;1,592;2,017;999999;4/28/2017;null
1,017;47;1,592;2,016;000414;1/1/2017;null
1,018;47;1,592;2,017;999999;4/28/2017;null
1,019;48;1,592;2,016;051843;1/1/2017;null
1,020;48;1,592;2,017;999999;4/28/2017;null
1,021;80;1,592;2,013;004784;1/1/2017;null
1,022;80;1,592;2,014;000543;1/1/2017;null
1,023;80;1,592;2,015;000640;1/1/2017;null
1,024;23;1,594;2,010;000192;1/1/2017;null
1,025;16;1,600;2,011;000627;1/1/2017;null
1,026;16;1,600;2,012;200763;1/1/2017;null
1,027;16;1,600;2,013;042945;1/1/2017;null
1,028;16;1,600;2,014;002448;1/1/2017;null
1,029;16;1,600;2,015;003354;1/1/2017;null
1,030;16;1,600;2,016;004140;1/1/2017;null
1,031;16;1,600;2,017;999999;4/28/2017;null
1,032;20;1,600;2,015;000058;1/1/2017;null
1,033;20;1,600;2,016;001000;1/1/2017;null
1,034;43;1,600;2,015;002256;1/1/2017;null
1,035;43;1,600;2,016;001000;1/1/2017;null
1,036;51;1,600;2,016;050001;1/1/2017;null
1,037;51;1,600;2,017;999999;4/28/2017;null
1,038;65;1,600;2,015;000313;1/1/2017;null
1,039;65;1,600;2,016;001651;1/1/2017;null
1,040;80;1,600;2,015;035982;1/1/2017;null
1,041;7;1,603;2,010;000013;1/1/2017;null
1,042;24;1,609;2,011;001476;1/1/2017;null
1,043;24;1,609;2,012;001681;1/1/2017;null
1,044;24;1,609;2,013;002136;1/1/2017;null
1,045;24;1,609;2,014;002169;1/1/2017;null
1,046;24;1,609;2,015;001693;1/1/2017;null
1,047;24;1,609;2,016;001713;1/1/2017;null
1,048;24;1,609;2,017;999999;4/28/2017;null
1,049;28;1,609;2,012;000002;1/1/2017;null
1,050;43;1,609;2,011;000403;1/1/2017;null
1,051;43;1,609;2,012;000887;1/1/2017;null
1,052;43;1,609;2,013;000906;1/1/2017;null
1,053;43;1,609;2,014;001146;1/1/2017;null
1,054;43;1,609;2,015;001703;1/1/2017;null
1,055;43;1,609;2,016;001615;1/1/2017;null
1,056;43;1,609;2,017;999999;4/28/2017;null
1,057;47;1,609;2,011;001394;1/1/2017;null
1,058;47;1,609;2,012;002458;1/1/2017;null
1,059;47;1,609;2,013;003163;1/1/2017;null
1,060;47;1,609;2,014;002766;1/1/2017;null
1,061;47;1,609;2,015;002896;1/1/2017;null
1,062;47;1,609;2,016;004185;1/1/2017;null
1,063;47;1,609;2,017;999999;4/28/2017;null
1,064;51;1,609;2,013;000837;1/1/2017;null
1,065;51;1,609;2,014;001416;1/1/2017;null
1,066;51;1,609;2,015;001705;1/1/2017;null
1,067;51;1,609;2,016;002054;1/1/2017;null
1,068;51;1,609;2,017;999999;4/28/2017;null
1,069;24;1,610;2,011;000136;1/1/2017;null
1,070;24;1,610;2,012;001748;1/1/2017;null
1,071;24;1,610;2,013;001359;1/1/2017;null
1,072;24;1,610;2,014;002421;1/1/2017;null
1,073;24;1,610;2,015;000402;1/1/2017;null
1,074;24;1,610;2,016;000690;1/1/2017;null
1,075;24;1,610;2,017;999999;4/28/2017;null
1,076;16;1,611;2,015;000104;1/1/2017;null
1,077;16;1,611;2,016;000047;1/1/2017;null
1,078;16;1,611;2,017;999999;4/28/2017;null
1,079;24;1,611;2,011;036214;1/1/2017;null
1,080;24;1,611;2,012;001178;1/1/2017;null
1,081;24;1,611;2,013;001463;1/1/2017;null
1,082;24;1,611;2,014;005442;1/1/2017;null
1,083;24;1,611;2,015;002050;1/1/2017;null
1,084;24;1,611;2,016;001175;1/1/2017;null
1,085;24;1,611;2,017;999999;4/28/2017;null
1,086;25;1,611;2,016;000040;1/1/2017;null
1,087;25;1,611;2,017;999999;4/28/2017;null
1,088;26;1,611;2,016;000218;1/1/2017;null
1,089;26;1,611;2,017;999999;4/28/2017;null
1,090;80;1,611;2,012;000415;1/1/2017;null
1,091;80;1,611;2,014;000944;1/1/2017;null
1,092;80;1,611;2,015;000011;1/1/2017;null
1,093;7;1,612;2,011;000242;1/1/2017;null
1,094;7;1,612;2,012;000446;1/1/2017;null
1,095;7;1,612;2,013;000135;1/1/2017;null
1,096;7;1,612;2,014;000093;1/1/2017;null
1,097;7;1,612;2,015;000567;1/1/2017;null
1,098;7;1,612;2,016;000861;1/1/2017;null
1,099;7;1,612;2,017;999999;4/28/2017;null
1,100;25;1,612;2,016;000902;1/1/2017;null
1,101;25;1,612;2,017;999999;4/28/2017;null
1,102;26;1,612;2,011;001698;1/1/2017;null
1,103;26;1,612;2,012;001936;1/1/2017;null
1,104;26;1,612;2,013;001779;1/1/2017;null
1,105;26;1,612;2,014;001122;1/1/2017;null
1,106;26;1,612;2,015;000924;1/1/2017;null
1,107;26;1,612;2,016;000944;1/1/2017;null
1,108;26;1,612;2,017;999999;4/28/2017;null
1,109;17;1,613;2,011;001684;1/1/2017;null
1,110;17;1,613;2,012;003002;1/1/2017;null
1,111;17;1,613;2,013;002572;1/1/2017;null
1,112;17;1,613;2,014;002804;1/1/2017;null
1,113;17;1,613;2,015;002994;1/1/2017;null
1,114;17;1,613;2,016;003254;1/1/2017;null
1,115;17;1,613;2,017;999999;4/28/2017;null
1,116;43;1,613;2,011;000301;1/1/2017;null
1,117;43;1,613;2,012;000734;1/1/2017;null
1,118;43;1,613;2,013;000898;1/1/2017;null
1,119;43;1,613;2,014;000883;1/1/2017;null
1,120;43;1,613;2,015;000739;1/1/2017;null
1,121;43;1,613;2,016;000140;1/1/2017;null
1,122;81;1,613;2,011;000249;1/1/2017;null
1,123;81;1,613;2,012;000796;1/1/2017;null
1,124;81;1,613;2,013;000972;1/1/2017;null
1,125;81;1,613;2,014;000838;1/1/2017;null
1,126;81;1,613;2,015;000706;1/1/2017;null
1,127;81;1,613;2,016;000669;1/1/2017;null
1,128;81;1,613;2,017;999999;4/28/2017;null
1,129;16;1,614;2,014;000774;1/1/2017;null
1,130;16;1,614;2,015;001928;1/1/2017;null
1,131;16;1,614;2,016;002406;1/1/2017;null
1,132;16;1,614;2,017;999999;4/28/2017;null
1,133;43;1,614;2,011;000026;1/1/2017;null
1,134;43;1,614;2,012;000443;1/1/2017;null
1,135;43;1,614;2,013;000486;1/1/2017;null
1,136;43;1,614;2,014;000626;1/1/2017;null
1,137;43;1,614;2,015;000820;1/1/2017;null
