id;sat_claveaduana;sat_patente;sat_ejercicio;sat_cantidad;sat_fechainicio;sat_fechafin
6,671;47;3,218;2,012;000958;1/1/2017;null
6,672;47;3,218;2,013;001024;1/1/2017;null
6,673;47;3,218;2,014;001068;1/1/2017;null
6,674;47;3,218;2,015;000953;1/1/2017;null
6,675;47;3,218;2,016;000108;1/1/2017;null
6,676;80;3,218;2,007;000619;1/1/2017;null
6,677;80;3,218;2,008;000053;1/1/2017;null
6,678;80;3,218;2,009;000103;1/1/2017;null
6,679;80;3,218;2,010;000376;1/1/2017;null
6,680;80;3,218;2,011;001227;1/1/2017;null
6,681;80;3,218;2,012;000303;1/1/2017;null
6,682;80;3,218;2,013;000792;1/1/2017;null
6,683;80;3,218;2,014;000087;1/1/2017;null
6,684;80;3,218;2,015;000080;1/1/2017;null
6,685;30;3,220;2,007;000833;1/1/2017;null
6,686;30;3,220;2,008;000224;1/1/2017;null
6,687;37;3,220;2,007;014644;1/1/2017;null
6,688;37;3,220;2,008;014980;1/1/2017;null
6,689;37;3,220;2,009;093758;1/1/2017;null
6,690;37;3,220;2,010;018319;1/1/2017;null
6,691;37;3,220;2,011;100304;1/1/2017;null
6,692;37;3,220;2,012;023484;1/1/2017;null
6,693;37;3,220;2,013;017974;1/1/2017;null
6,694;37;3,220;2,014;017015;1/1/2017;null
6,695;37;3,220;2,015;017022;1/1/2017;null
6,696;37;3,220;2,016;017170;1/1/2017;null
6,697;37;3,220;2,017;999999;4/28/2017;null
6,698;18;3,223;2,015;000070;1/1/2017;null
6,699;18;3,223;2,016;000382;1/1/2017;null
6,700;18;3,223;2,017;999999;4/28/2017;null
6,701;38;3,223;2,007;000028;1/1/2017;null
6,702;38;3,223;2,008;000184;1/1/2017;null
6,703;38;3,223;2,009;000081;1/1/2017;null
6,704;38;3,223;2,010;000197;1/1/2017;null
6,705;38;3,223;2,011;000088;1/1/2017;null
6,706;38;3,223;2,012;000056;1/1/2017;null
6,707;38;3,223;2,013;000090;1/1/2017;null
6,708;38;3,223;2,014;000038;1/1/2017;null
6,709;38;3,223;2,015;000020;1/1/2017;null
6,710;47;3,223;2,007;001021;1/1/2017;null
6,711;47;3,223;2,008;800180;1/1/2017;null
6,712;47;3,223;2,009;000703;1/1/2017;null
6,713;47;3,223;2,010;000636;1/1/2017;null
6,714;47;3,223;2,011;000498;1/1/2017;null
6,715;47;3,223;2,012;000631;1/1/2017;null
6,716;47;3,223;2,013;000526;1/1/2017;null
6,717;47;3,223;2,014;000437;1/1/2017;null
6,718;47;3,223;2,015;000394;1/1/2017;null
6,719;47;3,223;2,016;000291;1/1/2017;null
6,720;47;3,223;2,017;999999;4/28/2017;null
6,721;81;3,223;2,008;000060;1/1/2017;null
6,722;81;3,223;2,009;000124;1/1/2017;null
6,723;81;3,223;2,010;000272;1/1/2017;null
6,724;81;3,223;2,011;000203;1/1/2017;null
6,725;81;3,223;2,012;000210;1/1/2017;null
6,726;81;3,223;2,013;000267;1/1/2017;null
6,727;81;3,223;2,014;000297;1/1/2017;null
6,728;81;3,223;2,015;000380;1/1/2017;null
6,729;81;3,223;2,016;000364;1/1/2017;null
6,730;81;3,223;2,017;999999;4/28/2017;null
6,731;7;3,224;2,007;004301;1/1/2017;null
6,732;7;3,224;2,008;003612;1/1/2017;null
6,733;7;3,224;2,009;002062;1/1/2017;null
6,734;7;3,224;2,010;002041;1/1/2017;null
6,735;16;3,224;2,007;000854;1/1/2017;null
6,736;16;3,224;2,008;000769;1/1/2017;null
6,737;16;3,224;2,009;000229;1/1/2017;null
6,738;16;3,224;2,010;000182;1/1/2017;null
6,739;16;3,224;2,011;000014;1/1/2017;null
6,740;20;3,224;2,007;530026;1/1/2017;null
6,741;20;3,224;2,008;000291;1/1/2017;null
6,742;20;3,224;2,009;000080;1/1/2017;null
6,743;20;3,224;2,010;000212;1/1/2017;null
6,744;20;3,224;2,011;100506;1/1/2017;null
6,745;20;3,224;2,012;001891;1/1/2017;null
6,746;20;3,224;2,013;001007;1/1/2017;null
6,747;20;3,224;2,014;000214;1/1/2017;null
6,748;20;3,224;2,015;000563;1/1/2017;null
6,749;20;3,224;2,016;000053;1/1/2017;null
6,750;20;3,224;2,017;999999;4/28/2017;null
6,751;47;3,224;2,007;001437;1/1/2017;null
6,752;47;3,224;2,008;001142;1/1/2017;null
6,753;47;3,224;2,009;000280;1/1/2017;null
6,754;47;3,224;2,010;000430;1/1/2017;null
6,755;47;3,224;2,011;000209;1/1/2017;null
6,756;47;3,224;2,012;000110;1/1/2017;null
6,757;47;3,224;2,013;000022;1/1/2017;null
6,758;47;3,224;2,014;000017;1/1/2017;null
6,759;47;3,224;2,015;000014;1/1/2017;null
6,760;47;3,224;2,016;000024;1/1/2017;null
6,761;47;3,224;2,017;999999;4/28/2017;null
6,762;48;3,224;2,010;000009;1/1/2017;null
6,763;48;3,224;2,011;000344;1/1/2017;null
6,764;48;3,224;2,012;000268;1/1/2017;null
6,765;65;3,224;2,012;000265;1/1/2017;null
6,766;65;3,224;2,013;000022;1/1/2017;null
6,767;24;3,227;2,007;225986;1/1/2017;null
6,768;24;3,227;2,008;011306;1/1/2017;null
6,769;24;3,227;2,009;002285;1/1/2017;null
6,770;24;3,227;2,010;004182;1/1/2017;null
6,771;24;3,227;2,011;026925;1/1/2017;null
6,772;24;3,227;2,012;005000;1/1/2017;null
6,773;24;3,227;2,013;005642;1/1/2017;null
6,774;24;3,227;2,014;005141;1/1/2017;null
6,775;24;3,227;2,015;004312;1/1/2017;null
6,776;24;3,227;2,016;020392;1/1/2017;null
6,777;24;3,227;2,017;999999;4/28/2017;null
6,778;47;3,227;2,007;000868;1/1/2017;null
6,779;47;3,227;2,008;000980;1/1/2017;null
6,780;47;3,227;2,009;000917;1/1/2017;null
6,781;47;3,227;2,010;000703;1/1/2017;null
6,782;47;3,227;2,011;000748;1/1/2017;null
6,783;47;3,227;2,012;000560;1/1/2017;null
6,784;47;3,227;2,013;000742;1/1/2017;null
6,785;47;3,227;2,014;000813;1/1/2017;null
6,786;47;3,227;2,015;000789;1/1/2017;null
6,787;47;3,227;2,016;000668;1/1/2017;null
6,788;47;3,227;2,017;999999;4/28/2017;null
6,789;80;3,227;2,007;000103;1/1/2017;null
6,790;80;3,227;2,008;000027;1/1/2017;null
6,791;80;3,227;2,009;001439;1/1/2017;null
6,792;80;3,227;2,010;002799;1/1/2017;null
6,793;80;3,227;2,011;001279;1/1/2017;null
6,794;80;3,227;2,012;002022;1/1/2017;null
6,795;80;3,227;2,013;001488;1/1/2017;null
6,796;80;3,227;2,014;003875;1/1/2017;null
6,797;80;3,227;2,015;000261;1/1/2017;null
6,798;80;3,227;2,016;004356;1/1/2017;null
6,799;80;3,227;2,017;999999;4/28/2017;null
6,800;24;3,229;2,007;000683;1/1/2017;null
6,801;24;3,229;2,008;000584;1/1/2017;null
6,802;24;3,229;2,009;000496;1/1/2017;null
6,803;24;3,229;2,010;000716;1/1/2017;null
6,804;24;3,229;2,011;000563;1/1/2017;null
6,805;24;3,229;2,012;000922;1/1/2017;null
6,806;24;3,229;2,013;000979;1/1/2017;null
6,807;24;3,229;2,014;000808;1/1/2017;null
6,808;27;3,229;2,007;001112;1/1/2017;null
6,809;27;3,229;2,008;025159;1/1/2017;null
6,810;27;3,229;2,009;007820;1/1/2017;null
6,811;27;3,229;2,010;011222;1/1/2017;null
6,812;27;3,229;2,011;011002;1/1/2017;null
6,813;27;3,229;2,012;001307;1/1/2017;null
6,814;27;3,229;2,013;001333;1/1/2017;null
6,815;27;3,229;2,014;000845;1/1/2017;null
6,816;43;3,229;2,012;000896;1/1/2017;null
6,817;43;3,229;2,013;030550;1/1/2017;null
6,818;43;3,229;2,014;212565;1/1/2017;null
6,819;80;3,229;2,007;000237;1/1/2017;null
6,820;80;3,229;2,008;000361;1/1/2017;null
6,821;80;3,229;2,009;001484;1/1/2017;null
6,822;80;3,229;2,010;001465;1/1/2017;null
6,823;80;3,229;2,011;100012;1/1/2017;null
6,824;80;3,229;2,012;004410;1/1/2017;null
6,825;80;3,229;2,013;002065;1/1/2017;null
6,826;80;3,229;2,014;001450;1/1/2017;null
6,827;16;3,230;2,007;005102;1/1/2017;null
6,828;16;3,230;2,008;800549;1/1/2017;null
6,829;16;3,230;2,009;900258;1/1/2017;null
6,830;16;3,230;2,010;005153;1/1/2017;null
6,831;16;3,230;2,011;100518;1/1/2017;null
6,832;16;3,230;2,012;201870;1/1/2017;null
6,833;16;3,230;2,013;300960;1/1/2017;null
6,834;16;3,230;2,014;400848;1/1/2017;null
6,835;16;3,230;2,015;001226;1/1/2017;null
6,836;20;3,230;2,007;000862;1/1/2017;null
6,837;20;3,230;2,008;800499;1/1/2017;null
6,838;20;3,230;2,009;001747;1/1/2017;null
6,839;20;3,230;2,010;001546;1/1/2017;null
6,840;20;3,230;2,011;000925;1/1/2017;null
6,841;20;3,230;2,012;201997;1/1/2017;null
6,842;20;3,230;2,013;300955;1/1/2017;null
6,843;20;3,230;2,014;400154;1/1/2017;null
6,844;20;3,230;2,015;500148;1/1/2017;null
6,845;43;3,230;2,007;000451;1/1/2017;null
6,846;43;3,230;2,008;000548;1/1/2017;null
6,847;43;3,230;2,009;000773;1/1/2017;null
6,848;43;3,230;2,010;000520;1/1/2017;null
6,849;43;3,230;2,011;000079;1/1/2017;null
6,850;51;3,230;2,008;000310;1/1/2017;null
6,851;51;3,230;2,009;900582;1/1/2017;null
6,852;51;3,230;2,010;000868;1/1/2017;null
6,853;51;3,230;2,011;100726;1/1/2017;null
6,854;51;3,230;2,012;001433;1/1/2017;null
6,855;51;3,230;2,013;001353;1/1/2017;null
6,856;51;3,230;2,014;002187;1/1/2017;null
6,857;51;3,230;2,015;500127;1/1/2017;null
6,858;65;3,230;2,012;200041;1/1/2017;null
6,859;65;3,230;2,013;000182;1/1/2017;null
6,860;65;3,230;2,014;400131;1/1/2017;null
6,861;65;3,230;2,015;000095;1/1/2017;null
6,862;84;3,230;2,008;000007;1/1/2017;null
6,863;24;3,232;2,007;001000;1/1/2017;null
6,864;24;3,232;2,008;005640;1/1/2017;null
6,865;24;3,232;2,009;002695;1/1/2017;null
6,866;24;3,232;2,010;001509;1/1/2017;null
6,867;24;3,232;2,011;008881;1/1/2017;null
6,868;24;3,232;2,012;010845;1/1/2017;null
6,869;24;3,232;2,013;010015;1/1/2017;null
6,870;24;3,232;2,014;008962;1/1/2017;null
6,871;27;3,232;2,007;004602;1/1/2017;null
6,872;27;3,232;2,008;003533;1/1/2017;null
6,873;27;3,232;2,009;900001;1/1/2017;null
6,874;27;3,232;2,010;002984;1/1/2017;null
6,875;27;3,232;2,011;008604;1/1/2017;null
6,876;27;3,232;2,012;008847;1/1/2017;null
6,877;27;3,232;2,013;006280;1/1/2017;null
6,878;27;3,232;2,014;003853;1/1/2017;null
6,879;27;3,232;2,015;001336;1/1/2017;null
6,880;27;3,232;2,016;003830;1/1/2017;null
6,881;27;3,232;2,017;999999;4/28/2017;null
6,882;52;3,232;2,007;002582;1/1/2017;null
6,883;52;3,232;2,008;004484;1/1/2017;null
6,884;52;3,232;2,009;003775;1/1/2017;null
6,885;52;3,232;2,010;003438;1/1/2017;null
6,886;52;3,232;2,011;003798;1/1/2017;null
6,887;52;3,232;2,012;003675;1/1/2017;null
6,888;52;3,232;2,013;002408;1/1/2017;null
6,889;52;3,232;2,014;001838;1/1/2017;null
6,890;80;3,232;2,007;070707;1/1/2017;null
6,891;80;3,232;2,008;007739;1/1/2017;null
6,892;80;3,232;2,009;220244;1/1/2017;null
6,893;80;3,232;2,010;005212;1/1/2017;null
6,894;80;3,232;2,011;106700;1/1/2017;null
6,895;80;3,232;2,012;020113;1/1/2017;null
6,896;80;3,232;2,013;011056;1/1/2017;null
6,897;80;3,232;2,014;009142;1/1/2017;null
6,898;80;3,232;2,015;000012;1/1/2017;null
6,899;24;3,233;2,007;002275;1/1/2017;null
6,900;24;3,233;2,008;001985;1/1/2017;null
6,901;24;3,233;2,009;000900;1/1/2017;null
6,902;24;3,233;2,010;000752;1/1/2017;null
6,903;24;3,233;2,011;000673;1/1/2017;null
6,904;24;3,233;2,012;000574;1/1/2017;null
6,905;24;3,233;2,013;003797;1/1/2017;null
6,906;24;3,233;2,014;000678;1/1/2017;null
6,907;47;3,233;2,007;000378;1/1/2017;null
6,908;47;3,233;2,008;000358;1/1/2017;null
6,909;47;3,233;2,009;000238;1/1/2017;null
6,910;47;3,233;2,010;000328;1/1/2017;null
6,911;47;3,233;2,011;000384;1/1/2017;null
6,912;47;3,233;2,012;000319;1/1/2017;null
6,913;47;3,233;2,013;000358;1/1/2017;null
6,914;47;3,233;2,014;000240;1/1/2017;null
6,915;80;3,233;2,007;001948;1/1/2017;null
6,916;80;3,233;2,008;002258;1/1/2017;null
6,917;80;3,233;2,009;002037;1/1/2017;null
6,918;80;3,233;2,010;002615;1/1/2017;null
6,919;80;3,233;2,011;101553;1/1/2017;null
6,920;80;3,233;2,012;003205;1/1/2017;null
6,921;80;3,233;2,013;004015;1/1/2017;null
6,922;80;3,233;2,014;003834;1/1/2017;null
6,923;16;3,235;2,007;008625;1/1/2017;null
6,924;16;3,235;2,008;801174;1/1/2017;null
6,925;16;3,235;2,009;007125;1/1/2017;null
6,926;16;3,235;2,010;009644;1/1/2017;null
6,927;16;3,235;2,011;010067;1/1/2017;null
6,928;16;3,235;2,012;009454;1/1/2017;null
6,929;16;3,235;2,013;009403;1/1/2017;null
6,930;16;3,235;2,014;009425;1/1/2017;null
6,931;16;3,235;2,015;007047;1/1/2017;null
6,932;16;3,235;2,016;008904;1/1/2017;null
6,933;16;3,235;2,017;999999;4/28/2017;null
6,934;38;3,235;2,007;000454;1/1/2017;null
6,935;38;3,235;2,008;000313;1/1/2017;null
6,936;38;3,235;2,009;000151;1/1/2017;null
6,937;38;3,235;2,010;000048;1/1/2017;null
6,938;38;3,235;2,011;000084;1/1/2017;null
6,939;38;3,235;2,012;000063;1/1/2017;null
6,940;38;3,235;2,013;000022;1/1/2017;null
6,941;38;3,235;2,014;000039;1/1/2017;null
6,942;38;3,235;2,015;000043;1/1/2017;null
6,943;38;3,235;2,016;000030;1/1/2017;null
6,944;38;3,235;2,017;999999;4/28/2017;null
6,945;43;3,235;2,007;000076;1/1/2017;null
6,946;43;3,235;2,008;005869;1/1/2017;null
6,947;43;3,235;2,009;004843;1/1/2017;null
6,948;43;3,235;2,010;000024;1/1/2017;null
6,949;43;3,235;2,011;000007;1/1/2017;null
6,950;43;3,235;2,013;000002;1/1/2017;null
6,951;43;3,235;2,014;001540;1/1/2017;null
6,952;43;3,235;2,015;003956;1/1/2017;null
6,953;43;3,235;2,016;000001;1/1/2017;null
6,954;81;3,235;2,007;000106;1/1/2017;null
6,955;81;3,235;2,008;000104;1/1/2017;null
6,956;81;3,235;2,009;000037;1/1/2017;null
6,957;81;3,235;2,010;000007;1/1/2017;null
6,958;81;3,235;2,011;000080;1/1/2017;null
6,959;81;3,235;2,012;000003;1/1/2017;null
6,960;81;3,235;2,013;000008;1/1/2017;null
6,961;81;3,235;2,014;004263;1/1/2017;null
6,962;81;3,235;2,015;003069;1/1/2017;null
6,963;81;3,235;2,016;000013;1/1/2017;null
6,964;81;3,235;2,017;999999;4/28/2017;null
6,965;24;3,240;2,007;000026;1/1/2017;null
6,966;24;3,240;2,008;000008;1/1/2017;null
6,967;24;3,240;2,009;999914;1/1/2017;null
6,968;24;3,240;2,010;010717;1/1/2017;null
6,969;24;3,240;2,011;012087;1/1/2017;null
6,970;24;3,240;2,012;012346;1/1/2017;null
6,971;24;3,240;2,013;010015;1/1/2017;null
6,972;24;3,240;2,014;008769;1/1/2017;null
6,973;24;3,240;2,015;008477;1/1/2017;null
6,974;24;3,240;2,016;007860;1/1/2017;null
6,975;24;3,240;2,017;999999;4/28/2017;null
6,976;43;3,240;2,007;000839;1/1/2017;null
6,977;43;3,240;2,008;000896;1/1/2017;null
6,978;43;3,240;2,009;000746;1/1/2017;null
6,979;43;3,240;2,010;100005;1/1/2017;null
6,980;43;3,240;2,011;000394;1/1/2017;null
6,981;43;3,240;2,012;000450;1/1/2017;null
6,982;43;3,240;2,013;000506;1/1/2017;null
6,983;43;3,240;2,014;000466;1/1/2017;null
6,984;43;3,240;2,015;000412;1/1/2017;null
6,985;43;3,240;2,016;000553;1/1/2017;null
6,986;43;3,240;2,017;999999;4/28/2017;null
6,987;80;3,240;2,007;000016;1/1/2017;null
6,988;80;3,240;2,009;007238;1/1/2017;null
6,989;80;3,240;2,010;001829;1/1/2017;null
6,990;80;3,240;2,011;006005;1/1/2017;null
6,991;80;3,240;2,012;005207;1/1/2017;null
6,992;80;3,240;2,013;002659;1/1/2017;null
6,993;80;3,240;2,014;002905;1/1/2017;null
6,994;80;3,240;2,015;001901;1/1/2017;null
6,995;80;3,240;2,016;001798;1/1/2017;null
6,996;80;3,240;2,017;999999;4/28/2017;null
6,997;11;3,241;2,007;000946;1/1/2017;null
6,998;11;3,241;2,008;000530;1/1/2017;null
6,999;11;3,241;2,009;000738;1/1/2017;null
7,000;11;3,241;2,010;000589;1/1/2017;null
7,001;11;3,241;2,011;000611;1/1/2017;null
7,002;11;3,241;2,012;000977;1/1/2017;null
7,003;11;3,241;2,013;001008;1/1/2017;null
7,004;11;3,241;2,014;000987;1/1/2017;null
7,005;11;3,241;2,015;001061;1/1/2017;null
7,006;11;3,241;2,016;001093;1/1/2017;null
7,007;11;3,241;2,017;999999;4/28/2017;null
7,008;19;3,241;2,007;005039;1/1/2017;null
7,009;19;3,241;2,008;003576;1/1/2017;null
7,010;19;3,241;2,009;005268;1/1/2017;null
7,011;19;3,241;2,010;004900;1/1/2017;null
7,012;19;3,241;2,011;006237;1/1/2017;null
7,013;19;3,241;2,012;006654;1/1/2017;null
7,014;19;3,241;2,013;006451;1/1/2017;null
7,015;19;3,241;2,014;006523;1/1/2017;null
7,016;19;3,241;2,015;007254;1/1/2017;null
7,017;19;3,241;2,016;006701;1/1/2017;null
7,018;19;3,241;2,017;999999;4/28/2017;null
7,019;40;3,241;2,007;060218;1/1/2017;null
7,020;40;3,241;2,008;039759;1/1/2017;null
7,021;40;3,241;2,009;064130;1/1/2017;null
7,022;40;3,241;2,010;053564;1/1/2017;null
7,023;40;3,241;2,011;050030;1/1/2017;null
7,024;40;3,241;2,012;048022;1/1/2017;null
7,025;40;3,241;2,013;030512;1/1/2017;null
7,026;40;3,241;2,014;027289;1/1/2017;null
7,027;40;3,241;2,015;028703;1/1/2017;null
7,028;40;3,241;2,016;027706;1/1/2017;null
7,029;40;3,241;2,017;999999;4/28/2017;null
7,030;23;3,242;2,017;999999;4/28/2017;null
7,031;24;3,247;2,007;001393;1/1/2017;null
7,032;24;3,247;2,008;000919;1/1/2017;null
7,033;30;3,247;2,009;001000;1/1/2017;null
7,034;30;3,247;2,010;001611;1/1/2017;null
7,035;30;3,247;2,011;000037;1/1/2017;null
7,036;37;3,247;2,007;000899;1/1/2017;null
7,037;37;3,247;2,008;000985;1/1/2017;null
7,038;37;3,247;2,009;001266;1/1/2017;null
7,039;37;3,247;2,010;002019;1/1/2017;null
7,040;37;3,247;2,011;000039;1/1/2017;null
7,041;43;3,247;2,007;000556;1/1/2017;null
7,042;43;3,247;2,008;000505;1/1/2017;null
7,043;43;3,247;2,009;000393;1/1/2017;null
7,044;43;3,247;2,010;000546;1/1/2017;null
7,045;43;3,247;2,011;000026;1/1/2017;null
7,046;47;3,247;2,010;000223;1/1/2017;null
7,047;47;3,247;2,011;000007;1/1/2017;null
7,048;53;3,247;2,007;000766;1/1/2017;null
7,049;53;3,247;2,008;000847;1/1/2017;null
7,050;53;3,247;2,009;000330;1/1/2017;null
7,051;24;3,248;2,007;000016;1/1/2017;null
7,052;24;3,248;2,008;000302;1/1/2017;null
7,053;24;3,248;2,009;000014;1/1/2017;null
7,054;16;3,251;2,013;000501;1/1/2017;null
7,055;16;3,251;2,014;001431;1/1/2017;null
7,056;16;3,251;2,015;002099;1/1/2017;null
7,057;16;3,251;2,016;002016;1/1/2017;null
7,058;16;3,251;2,017;999999;4/28/2017;null
7,059;24;3,251;2,007;001035;1/1/2017;null
7,060;24;3,251;2,008;001302;1/1/2017;null
7,061;24;3,251;2,009;222631;1/1/2017;null
7,062;24;3,251;2,010;001826;1/1/2017;null
7,063;24;3,251;2,011;003950;1/1/2017;null
7,064;24;3,251;2,012;004928;1/1/2017;null
7,065;24;3,251;2,013;002948;1/1/2017;null
7,066;24;3,251;2,014;005152;1/1/2017;null
7,067;24;3,251;2,015;006018;1/1/2017;null
7,068;24;3,251;2,016;002983;1/1/2017;null
7,069;24;3,251;2,017;999999;4/28/2017;null
7,070;51;3,251;2,014;000242;1/1/2017;null
7,071;51;3,251;2,015;000515;1/1/2017;null
7,072;51;3,251;2,016;000650;1/1/2017;null
7,073;51;3,251;2,017;999999;4/28/2017;null
7,074;80;3,251;2,007;000091;1/1/2017;null
7,075;80;3,251;2,008;001090;1/1/2017;null
7,076;80;3,251;2,009;002120;1/1/2017;null
7,077;80;3,251;2,010;000920;1/1/2017;null
7,078;80;3,251;2,011;001939;1/1/2017;null
7,079;80;3,251;2,012;003416;1/1/2017;null
7,080;80;3,251;2,013;000143;1/1/2017;null
7,081;80;3,251;2,014;000055;1/1/2017;null
7,082;80;3,251;2,015;000065;1/1/2017;null
7,083;80;3,251;2,016;000107;1/1/2017;null
7,084;80;3,251;2,017;999999;4/28/2017;null
7,085;24;3,254;2,007;077783;1/1/2017;null
7,086;24;3,254;2,008;723801;1/1/2017;null
7,087;80;3,254;2,007;002321;1/1/2017;null
7,088;80;3,254;2,008;002020;1/1/2017;null
7,089;24;3,255;2,007;005032;1/1/2017;null
7,090;24;3,255;2,008;900000;1/1/2017;null
7,091;24;3,255;2,009;000207;1/1/2017;null
7,092;24;3,255;2,010;000678;1/1/2017;null
7,093;24;3,255;2,011;000594;1/1/2017;null
7,094;24;3,255;2,012;000244;1/1/2017;null
7,095;24;3,257;2,007;032375;1/1/2017;null
7,096;24;3,257;2,008;031434;1/1/2017;null
7,097;24;3,257;2,009;999997;1/1/2017;null
7,098;24;3,257;2,010;023297;1/1/2017;null
7,099;24;3,257;2,011;021950;1/1/2017;null
7,100;24;3,257;2,012;006076;1/1/2017;null
7,101;80;3,257;2,007;001977;1/1/2017;null
7,102;80;3,257;2,008;026479;1/1/2017;null
7,103;80;3,257;2,009;030005;1/1/2017;null
7,104;80;3,257;2,010;024697;1/1/2017;null
7,105;80;3,257;2,011;002080;1/1/2017;null
7,106;80;3,257;2,012;000286;1/1/2017;null
7,107;28;3,258;2,012;000049;1/1/2017;null
7,108;28;3,258;2,013;000893;1/1/2017;null
7,109;28;3,258;2,014;009001;1/1/2017;null
7,110;28;3,258;2,015;001049;1/1/2017;null
7,111;28;3,258;2,016;100004;1/1/2017;null
7,112;28;3,258;2,017;999999;4/28/2017;null
7,113;43;3,258;2,013;000119;1/1/2017;null
7,114;43;3,258;2,014;000089;1/1/2017;null
7,115;43;3,258;2,015;000037;1/1/2017;null
7,116;43;3,258;2,016;000356;1/1/2017;null
7,117;43;3,258;2,017;999999;4/28/2017;null
7,118;47;3,258;2,011;000778;1/1/2017;null
7,119;47;3,258;2,012;001824;1/1/2017;null
7,120;47;3,258;2,013;002264;1/1/2017;null
7,121;47;3,258;2,014;002604;1/1/2017;null
7,122;47;3,258;2,015;100224;1/1/2017;null
7,123;47;3,258;2,016;101314;1/1/2017;null
7,124;47;3,258;2,017;999999;4/28/2017;null
7,125;53;3,258;2,015;000999;1/1/2017;null
7,126;53;3,258;2,016;000258;1/1/2017;null
7,127;53;3,258;2,017;999999;4/28/2017;null
7,128;11;3,259;2,007;000131;1/1/2017;null
7,129;11;3,259;2,008;000382;1/1/2017;null
7,130;11;3,259;2,009;000150;1/1/2017;null
7,131;11;3,259;2,010;100001;1/1/2017;null
7,132;11;3,259;2,011;000428;1/1/2017;null
7,133;11;3,259;2,012;000595;1/1/2017;null
7,134;11;3,259;2,013;000408;1/1/2017;null
7,135;11;3,259;2,014;004685;1/1/2017;null
7,136;11;3,259;2,015;001834;1/1/2017;null
7,137;11;3,259;2,016;003501;1/1/2017;null
7,138;11;3,259;2,017;999999;4/28/2017;null
7,139;19;3,259;2,007;011100;1/1/2017;null
7,140;19;3,259;2,008;010951;1/1/2017;null
7,141;19;3,259;2,009;008466;1/1/2017;null
7,142;19;3,259;2,010;008460;1/1/2017;null
7,143;19;3,259;2,011;012375;1/1/2017;null
7,144;19;3,259;2,012;011733;1/1/2017;null
7,145;19;3,259;2,013;009898;1/1/2017;null
7,146;19;3,259;2,014;009204;1/1/2017;null
7,147;19;3,259;2,015;010498;1/1/2017;null
7,148;19;3,259;2,016;009887;1/1/2017;null
7,149;19;3,259;2,017;999999;4/28/2017;null
7,150;33;3,259;2,007;006999;1/1/2017;null
7,151;33;3,259;2,008;006955;1/1/2017;null
7,152;33;3,259;2,009;006180;1/1/2017;null
7,153;33;3,259;2,010;006143;1/1/2017;null
7,154;33;3,259;2,011;004822;1/1/2017;null
7,155;33;3,259;2,012;004934;1/1/2017;null
7,156;33;3,259;2,013;005610;1/1/2017;null
7,157;33;3,259;2,014;005646;1/1/2017;null
7,158;33;3,259;2,015;005911;1/1/2017;null
7,159;33;3,259;2,016;004378;1/1/2017;null
7,160;33;3,259;2,017;999999;4/28/2017;null
7,161;40;3,259;2,007;000891;1/1/2017;null
7,162;40;3,259;2,008;002654;1/1/2017;null
7,163;40;3,259;2,009;900904;1/1/2017;null
7,164;40;3,259;2,010;002642;1/1/2017;null
7,165;40;3,259;2,011;002893;1/1/2017;null
7,166;40;3,259;2,012;003665;1/1/2017;null
7,167;40;3,259;2,013;004693;1/1/2017;null
7,168;40;3,259;2,014;006855;1/1/2017;null
7,169;40;3,259;2,015;011846;1/1/2017;null
7,170;40;3,259;2,016;010101;1/1/2017;null
7,171;40;3,259;2,017;999999;4/28/2017;null
7,172;19;3,262;2,007;047051;1/1/2017;null
7,173;19;3,262;2,008;049449;1/1/2017;null
7,174;19;3,262;2,009;019985;1/1/2017;null
7,175;19;3,262;2,010;019420;1/1/2017;null
7,176;19;3,262;2,011;100001;1/1/2017;null
7,177;19;3,262;2,012;014898;1/1/2017;null
7,178;19;3,262;2,013;019418;1/1/2017;null
7,179;19;3,262;2,014;013285;1/1/2017;null
7,180;19;3,262;2,016;002771;1/1/2017;null
7,181;19;3,262;2,017;999999;4/28/2017;null
7,182;23;3,262;2,007;002200;1/1/2017;null
7,183;23;3,262;2,008;001309;1/1/2017;null
7,184;23;3,262;2,009;006459;1/1/2017;null
7,185;23;3,262;2,010;000606;1/1/2017;null
7,186;23;3,262;2,011;004836;1/1/2017;null
7,187;23;3,262;2,012;000843;1/1/2017;null
7,188;23;3,262;2,013;000925;1/1/2017;null
7,189;23;3,262;2,014;000219;1/1/2017;null
7,190;33;3,262;2,008;039500;1/1/2017;null
7,191;33;3,262;2,009;016264;1/1/2017;null
7,192;33;3,262;2,010;016762;1/1/2017;null
7,193;33;3,262;2,011;013001;1/1/2017;null
7,194;33;3,262;2,012;003437;1/1/2017;null
7,195;33;3,262;2,013;007016;1/1/2017;null
7,196;33;3,262;2,014;002123;1/1/2017;null
7,197;33;3,262;2,016;000581;1/1/2017;null
7,198;33;3,262;2,017;999999;4/28/2017;null
7,199;40;3,262;2,007;101470;1/1/2017;null
7,200;40;3,262;2,008;105010;1/1/2017;null
7,201;40;3,262;2,009;113633;1/1/2017;null
7,202;40;3,262;2,010;040955;1/1/2017;null
7,203;40;3,262;2,011;021047;1/1/2017;null
7,204;40;3,262;2,012;022000;1/1/2017;null
7,205;40;3,262;2,013;021495;1/1/2017;null
7,206;40;3,262;2,014;009000;1/1/2017;null
