id;sat_clave;sat_fechainicio;sat_fechafin
1;0;1/1/2000;null
2;74;7/3/2001;null
3;101;5/21/2001;null
4;115;5/17/2001;null
5;122;5/14/2001;null
6;123;5/16/2001;null
7;149;5/21/2001;null
8;150;5/22/2001;null
9;182;5/21/2001;null
10;188;5/23/2001;null
11;203;5/18/2001;null
12;205;5/21/2001;null
13;227;5/17/2001;null
14;246;5/21/2001;null
15;247;5/23/2001;null
16;271;7/31/2001;null
17;273;5/11/2001;null
18;276;6/21/2001;null
19;289;5/17/2001;null
20;294;5/21/2001;null
21;309;5/21/2001;null
22;310;5/23/2001;null
23;312;5/14/2001;null
24;316;5/21/2001;null
25;318;7/31/2001;null
26;321;5/18/2001;null
27;323;5/18/2001;null
28;327;5/21/2001;null
29;328;5/18/2001;null
30;334;5/14/2001;null
31;339;5/15/2001;null
32;347;5/21/2001;null
33;348;5/15/2001;null
34;350;5/17/2001;null
35;361;6/12/2001;null
36;368;5/15/2001;null
37;381;5/16/2001;null
38;382;5/17/2001;null
39;387;5/22/2001;null
40;388;5/17/2001;null
41;389;5/21/2001;null
42;390;8/1/2001;null
43;394;5/18/2001;null
44;398;6/15/2001;null
45;400;5/22/2001;null
46;401;6/12/2001;null
47;403;5/16/2001;null
48;404;5/22/2001;null
49;406;5/21/2001;null
50;407;5/18/2001;null
51;411;7/31/2001;null
52;412;5/8/2001;null
53;413;5/15/2001;null
54;414;5/21/2001;null
55;418;5/18/2001;null
56;419;5/17/2001;null
57;420;5/16/2001;null
58;424;5/21/2001;null
59;425;5/16/2001;null
60;426;5/21/2001;null
61;427;5/16/2001;null
62;428;6/8/2001;null
63;429;5/18/2001;null
64;430;5/22/2001;null
65;432;6/18/2001;null
66;438;5/15/2001;null
67;440;5/18/2001;null
68;441;10/19/2001;null
69;442;5/22/2001;null
70;444;5/18/2001;null
71;445;5/18/2001;null
72;447;5/23/2001;null
73;449;5/21/2001;null
74;451;5/11/2001;null
75;454;6/29/2001;null
76;457;5/21/2001;null
77;460;5/21/2001;null
78;462;5/15/2001;null
79;464;5/21/2001;null
80;465;5/17/2001;null
81;467;5/15/2001;null
82;469;5/21/2001;null
83;472;5/16/2001;null
84;474;7/1/2002;null
85;476;5/22/2001;null
86;477;5/18/2001;null
87;478;5/22/2001;null
88;480;5/14/2001;null
89;481;5/21/2001;null
90;482;5/15/2001;null
91;483;5/15/2001;null
92;485;5/18/2001;null
93;486;5/18/2001;null
94;487;5/22/2001;null
95;489;5/18/2001;null
96;491;5/18/2001;null
97;492;5/14/2001;null
98;493;5/21/2001;null
99;494;8/23/2001;null
100;496;5/18/2001;null
101;498;5/23/2001;null
102;499;5/15/2001;null
103;500;5/14/2001;null
104;501;5/16/2001;null
105;503;5/15/2001;null
106;504;5/11/2001;null
107;506;5/14/2001;null
108;508;5/21/2001;null
109;509;5/23/2001;null
110;510;5/18/2001;null
111;512;5/18/2001;null
112;513;5/17/2001;null
113;519;6/12/2001;null
114;520;5/21/2001;null
115;521;5/17/2001;null
116;522;5/15/2001;null
117;523;5/17/2001;null
118;524;5/23/2001;null
119;525;5/14/2001;null
120;526;5/17/2001;null
121;527;5/18/2001;null
122;528;5/17/2001;null
123;529;6/18/2001;null
124;531;5/21/2001;null
125;532;5/15/2001;null
126;534;5/14/2001;null
127;535;8/1/2001;null
128;537;5/17/2001;null
129;538;5/21/2001;null
130;539;5/18/2001;null
131;540;5/21/2001;null
132;544;5/22/2001;null
133;546;5/21/2001;null
134;547;6/21/2001;null
135;548;5/18/2001;null
136;549;5/15/2001;null
137;551;5/16/2001;null
138;552;5/18/2001;null
139;553;5/17/2001;null
140;554;5/22/2001;null
141;555;9/3/2001;null
142;556;5/17/2001;null
143;557;5/16/2001;null
144;558;5/23/2001;null
145;559;5/17/2001;null
146;562;5/21/2001;null
147;563;5/21/2001;null
148;565;5/23/2001;null
149;566;5/21/2001;null
150;569;5/22/2001;null
151;570;8/1/2001;null
152;571;5/14/2001;null
153;572;5/22/2001;null
154;573;6/15/2001;null
155;574;5/21/2001;null
156;575;5/23/2001;null
157;576;5/16/2001;null
158;578;5/14/2001;null
159;579;5/17/2001;null
160;580;5/18/2001;null
161;581;5/14/2001;null
162;582;5/15/2001;null
163;584;5/14/2001;null
164;586;5/21/2001;null
165;587;5/16/2001;null
166;588;5/21/2001;null
167;589;5/18/2001;null
168;590;5/14/2001;null
169;592;5/14/2001;null
170;595;6/12/2001;null
171;596;5/18/2001;null
172;597;5/21/2001;null
173;598;5/18/2001;null
174;599;5/21/2001;null
175;600;5/14/2001;null
176;601;5/16/2001;null
177;604;5/15/2001;null
178;606;6/8/2001;null
179;607;5/21/2001;null
180;608;5/15/2001;null
181;609;5/18/2001;null
182;610;5/16/2001;null
183;611;5/14/2001;null
184;613;5/14/2001;null
185;614;5/16/2001;null
186;615;5/18/2001;null
187;617;6/29/2001;null
188;619;5/17/2001;null
189;620;5/15/2001;null
190;622;6/12/2001;null
191;624;5/15/2001;null
192;625;5/18/2001;null
193;626;4/9/2003;null
194;627;5/17/2001;null
195;628;5/21/2001;null
196;629;6/8/2001;null
197;630;5/14/2001;null
198;631;5/11/2001;null
199;632;5/22/2001;null
200;633;5/18/2001;null
201;634;5/21/2001;null
202;636;10/28/2002;null
203;637;5/18/2001;null
204;638;5/16/2001;null
205;639;5/23/2001;null
206;640;5/21/2001;null
207;641;5/16/2001;null
208;643;5/18/2001;null
209;644;6/21/2001;null
210;645;5/22/2001;null
211;646;5/18/2001;null
212;647;6/15/2001;null
213;648;5/18/2001;null
214;649;5/17/2001;null
215;651;5/17/2001;null
216;652;5/16/2001;null
217;653;5/21/2001;null
218;654;5/21/2001;null
219;655;5/11/2001;null
220;656;5/11/2001;null
221;657;5/18/2001;null
222;659;5/16/2001;null
223;661;5/14/2001;null
224;662;5/17/2001;null
225;663;5/23/2001;null
226;664;5/18/2001;null
227;665;5/14/2001;null
228;666;5/17/2001;null
229;667;5/11/2001;null
230;668;5/17/2001;null
231;669;5/21/2001;null
232;670;5/21/2001;null
233;671;5/18/2001;null
234;672;5/16/2001;null
235;673;5/14/2001;null
236;674;5/17/2001;null
237;675;5/11/2001;null
238;676;5/15/2001;null
239;677;5/21/2001;null
240;678;5/11/2001;null
241;679;5/21/2001;null
242;680;5/14/2001;null
243;681;5/22/2001;null
244;682;5/21/2001;null
245;683;5/16/2001;null
246;684;5/21/2001;null
247;685;5/16/2001;null
248;686;5/17/2001;null
249;687;5/18/2001;null
250;688;6/28/2002;null
251;689;5/17/2001;null
252;690;5/21/2001;null
253;691;5/18/2001;null
254;692;5/21/2001;null
255;693;5/16/2001;null
256;695;5/17/2001;null
257;696;5/17/2001;null
258;697;5/18/2001;null
259;699;5/15/2001;null
260;700;5/14/2001;null
261;701;5/14/2001;null
262;702;5/21/2001;null
263;705;5/21/2001;null
264;706;5/21/2001;null
265;707;5/17/2001;null
266;708;5/16/2001;null
267;709;5/18/2001;null
268;710;5/18/2001;null
269;711;5/14/2001;null
270;712;5/21/2001;null
271;713;5/21/2001;null
272;714;5/8/2001;null
273;715;5/15/2001;null
274;716;5/18/2001;null
275;717;5/22/2001;null
276;718;5/15/2001;null
277;719;5/21/2001;null
278;720;5/21/2001;null
279;721;5/23/2001;null
280;722;5/16/2001;null
281;723;5/15/2001;null
282;724;5/21/2001;null
283;725;5/15/2001;null
284;726;6/14/2001;null
285;727;5/21/2001;null
286;728;5/21/2001;null
287;729;5/23/2001;null
288;731;5/15/2001;null
289;732;5/21/2001;null
290;733;5/22/2001;null
291;734;5/21/2001;null
292;735;5/21/2001;null
293;736;5/18/2001;null
294;737;5/11/2001;null
295;738;5/23/2001;null
296;739;5/11/2001;null
297;740;5/21/2001;null
298;741;5/16/2001;null
299;742;5/18/2001;null
300;743;5/18/2001;null
301;744;5/22/2001;null
302;745;5/18/2001;null
303;746;6/21/2001;null
304;747;5/17/2001;null
305;748;5/21/2001;null
306;749;5/18/2001;null
307;750;5/14/2001;null
308;751;5/15/2001;null
309;752;5/21/2001;null
310;753;5/21/2001;null
311;754;5/17/2001;null
312;755;5/15/2001;null
313;756;5/15/2001;null
314;757;5/15/2001;null
315;758;5/14/2001;null
316;760;5/14/2001;null
317;761;5/16/2001;null
318;762;5/11/2001;null
319;763;5/21/2001;null
320;764;5/14/2001;null
321;765;5/18/2001;null
322;766;5/24/2001;null
323;767;5/23/2001;null
324;768;5/14/2001;null
325;769;5/15/2001;null
326;770;5/21/2001;null
327;771;5/21/2001;null
328;772;5/16/2001;null
329;773;5/17/2001;null
330;774;5/21/2001;null
331;775;9/6/2001;null
332;776;5/18/2001;null
333;777;5/21/2001;null
334;778;5/17/2001;null
335;779;5/21/2001;null
336;780;5/16/2001;null
337;781;5/21/2001;null
338;782;5/23/2001;null
339;783;5/11/2001;null
340;784;5/15/2001;null
341;785;5/16/2001;null
342;786;5/18/2001;null
343;787;5/18/2001;null
344;788;5/18/2001;null
345;790;5/15/2001;null
346;792;5/15/2001;null
347;794;5/22/2001;null
348;795;5/21/2001;null
349;796;5/14/2001;null
350;797;5/17/2001;null
351;798;5/16/2001;null
352;799;5/18/2001;null
353;800;5/21/2001;null
354;801;5/23/2001;null
355;803;5/16/2001;null
356;804;5/17/2001;null
357;805;5/29/2002;null
358;806;5/7/2001;null
359;807;5/14/2001;null
360;808;5/17/2001;null
361;809;5/21/2001;null
362;810;5/18/2001;null
363;811;5/21/2001;null
364;812;5/15/2001;null
365;813;5/21/2001;null
366;814;5/14/2001;null
367;815;5/23/2001;null
368;816;5/23/2001;null
369;817;5/16/2001;null
370;818;5/17/2001;null
371;819;5/15/2001;null
372;820;5/15/2001;null
373;821;5/16/2001;null
374;822;5/14/2001;null
375;823;5/21/2001;null
376;825;5/21/2001;null
377;828;5/14/2001;null
378;829;5/15/2001;null
379;830;5/23/2001;null
380;831;6/10/2002;null
381;832;5/21/2001;null
382;833;5/22/2001;null
383;834;5/14/2001;null
384;835;5/17/2001;null
385;836;5/15/2001;null
386;837;5/21/2001;null
387;838;5/21/2001;null
388;839;9/10/2002;null
389;840;5/17/2001;null
390;841;11/27/2001;null
391;842;5/11/2001;null
392;843;5/23/2001;null
393;844;5/21/2001;null
394;845;5/15/2001;null
395;846;5/15/2001;null
396;847;5/18/2001;null
397;848;5/15/2001;null
398;849;5/23/2001;null
399;850;5/15/2001;null
400;851;5/23/2001;null
401;852;5/22/2001;null
402;853;5/18/2001;null
403;854;5/17/2001;null
404;855;5/15/2001;null
405;856;5/18/2001;null
406;857;5/15/2001;null
407;858;5/21/2001;null
408;859;5/17/2001;null
409;860;5/21/2001;null
410;862;5/15/2001;null
411;863;5/21/2001;null
412;864;5/21/2001;null
413;867;5/23/2001;null
414;868;5/16/2001;null
415;869;5/15/2001;null
416;870;5/18/2001;null
417;871;5/17/2001;null
418;872;6/10/2002;null
419;873;5/22/2001;null
420;875;5/17/2001;null
421;876;5/21/2001;null
422;877;5/16/2001;null
423;878;5/7/2001;null
424;879;5/21/2001;null
425;880;5/11/2001;null
426;881;5/21/2001;null
427;882;5/17/2001;null
428;883;5/17/2001;null
429;884;5/21/2001;null
430;885;5/21/2001;null
431;886;5/22/2001;null
432;887;5/21/2001;null
433;888;5/23/2001;null
434;889;5/18/2001;null
435;890;5/16/2001;null
436;891;5/17/2001;null
437;892;5/21/2001;null
438;895;5/17/2001;null
439;896;5/18/2001;null
440;897;5/14/2001;null
441;898;5/14/2001;null
442;899;5/21/2001;null
443;900;5/16/2001;null
444;901;5/18/2001;null
445;902;5/15/2001;null
446;903;5/18/2001;null
447;904;5/18/2001;null
448;905;5/15/2001;null
449;906;5/23/2001;null
450;907;5/15/2001;null
451;908;5/18/2001;null
452;909;5/16/2001;null
453;910;5/17/2001;null
454;911;5/15/2001;null
455;912;5/18/2001;null
456;913;5/21/2001;null
457;914;5/8/2001;null
458;915;5/7/2001;null
459;916;5/21/2001;null
460;917;5/16/2001;null
461;918;5/23/2001;null
462;919;5/22/2001;null
463;920;5/16/2001;null
464;921;5/16/2001;null
465;922;5/14/2001;null
466;925;5/14/2001;null
467;926;5/21/2001;null
468;927;5/22/2001;null
469;928;5/18/2001;null
470;929;5/22/2001;null
471;930;5/18/2001;null
472;931;5/18/2001;null
473;932;5/17/2001;null
474;933;5/22/2001;null
475;934;5/14/2001;null
476;935;5/14/2001;null
477;936;5/14/2001;null
478;937;5/14/2001;null
479;938;5/17/2001;null
480;939;5/18/2001;null
481;940;5/14/2001;null
482;941;5/14/2001;null
483;942;5/14/2001;null
484;943;5/14/2001;null
485;944;5/16/2001;null
486;945;5/15/2001;null
487;946;5/17/2001;null
488;947;5/16/2001;null
489;948;5/18/2001;null
490;949;5/21/2001;null
491;950;5/17/2001;null
492;951;5/14/2001;null
493;952;5/22/2001;null
494;953;5/21/2001;null
495;954;5/22/2001;null
496;955;5/21/2001;null
497;956;5/21/2001;null
498;957;5/21/2001;null
499;958;5/11/2001;null
500;959;5/16/2001;null
501;960;5/21/2001;null
502;961;5/15/2001;null
503;962;9/3/2001;null
504;963;5/23/2001;null
505;964;5/21/2001;null
506;965;5/21/2001;null
507;966;5/16/2001;null
508;967;5/21/2001;null
509;968;5/21/2001;null
510;969;5/16/2001;null
511;970;5/22/2001;null
512;971;5/21/2001;null
513;972;5/16/2001;null
514;973;5/14/2001;null
515;974;5/23/2001;null
516;975;5/16/2001;null
517;976;5/21/2001;null
518;977;5/15/2001;null
519;978;5/21/2001;null
520;979;5/21/2001;null
521;980;8/23/2001;null
522;981;5/21/2001;null
523;982;5/7/2001;null
524;983;5/22/2001;null
525;984;5/16/2001;null
526;985;8/16/2002;null
527;986;5/14/2001;null
528;987;5/15/2001;null
529;988;5/18/2001;null
530;989;5/21/2001;null
531;990;5/17/2001;null
532;991;5/21/2001;null
533;992;5/16/2001;null
534;993;5/14/2001;null
535;994;5/14/2001;null
536;995;5/15/2001;null
537;997;5/17/2001;null
538;999;5/14/2001;null
539;1,000;5/14/2001;null
540;1,001;5/21/2001;null
541;1,002;5/29/2002;null
542;1,003;5/15/2001;null
543;1,004;5/23/2001;null
544;1,005;5/18/2001;null
545;1,006;5/16/2001;null
546;1,007;5/18/2001;null
547;1,008;5/16/2001;null
548;1,009;5/14/2001;null
549;1,010;5/18/2001;null
550;1,011;5/21/2001;null
551;1,012;12/9/2002;null
552;1,013;5/21/2001;null
553;1,014;5/21/2001;null
554;1,015;5/18/2001;null
555;1,016;5/18/2001;null
556;1,017;5/18/2001;null
557;1,018;5/15/2001;null
558;1,019;5/14/2001;null
559;1,020;5/15/2001;null
560;1,021;5/22/2001;null
561;1,022;5/16/2001;null
562;1,023;5/21/2001;null
563;1,024;5/21/2001;null
564;1,025;5/14/2001;null
565;1,026;5/18/2001;null
566;1,027;5/11/2001;null
567;1,028;5/17/2001;null
568;1,029;5/18/2001;null
569;1,030;5/18/2001;null
570;1,031;5/21/2001;null
571;1,032;5/17/2001;null
572;1,033;5/18/2001;null
573;1,034;5/16/2001;null
574;1,035;5/18/2001;null
575;1,036;5/11/2001;null
576;1,037;5/21/2001;null
577;1,038;5/18/2001;null
578;1,039;5/17/2001;null
579;1,040;5/16/2001;null
580;1,041;5/11/2001;null
581;1,042;5/21/2001;null
582;1,043;5/17/2001;null
583;1,044;5/21/2001;null
584;1,045;5/17/2001;null
585;1,046;5/15/2001;null
586;1,047;5/17/2001;null
587;1,048;5/15/2001;null
588;1,049;5/21/2001;null
589;1,050;5/11/2001;null
590;1,051;5/18/2001;null
591;1,052;5/18/2001;null
592;1,054;5/14/2001;null
593;1,055;5/17/2001;null
594;1,056;5/18/2001;null
595;1,057;5/14/2001;null
596;1,058;5/21/2001;null
597;1,059;5/23/2001;null
598;1,060;5/21/2001;null
599;1,061;5/22/2001;null
600;1,062;5/15/2001;null
601;1,063;5/15/2001;null
602;1,064;5/16/2001;null
603;1,065;5/16/2001;null
604;1,066;5/18/2001;null
605;1,067;5/17/2001;null
606;1,068;5/17/2001;null
607;1,069;5/18/2001;null
608;1,070;5/18/2001;null
609;1,071;5/17/2001;null
610;1,072;5/17/2001;null
611;1,073;5/17/2001;null
612;1,074;5/21/2001;null
613;1,075;5/18/2001;null
614;1,076;5/17/2001;null
615;1,077;5/17/2001;null
616;1,078;5/18/2001;null
617;1,079;5/17/2001;null
618;1,080;5/14/2001;null
619;1,081;5/21/2001;null
620;1,082;5/17/2001;null
621;1,084;5/21/2001;null
622;1,085;5/11/2001;null
623;1,086;5/17/2001;null
624;1,087;5/22/2001;null
625;1,088;5/16/2001;null
626;1,089;5/21/2001;null
627;1,090;5/29/2002;null
628;1,092;5/14/2001;null
629;1,094;5/17/2001;null
630;1,095;5/22/2001;null
631;1,096;5/15/2001;null
632;1,097;5/21/2001;null
633;1,098;5/21/2001;null
634;1,099;5/18/2001;null
635;1,100;5/15/2001;null
636;1,102;5/18/2001;null
637;1,103;5/16/2001;null
638;1,104;5/17/2001;null
639;1,105;5/15/2001;null
640;1,106;5/17/2001;null
641;1,107;5/22/2001;null
642;1,108;5/15/2001;null
643;1,109;5/17/2001;null
644;1,111;5/14/2001;null
645;1,112;5/24/2001;null
646;1,113;5/17/2001;null
647;1,114;5/16/2001;null
648;1,115;5/11/2001;null
649;1,116;5/21/2001;null
650;1,117;5/11/2001;null
651;1,120;5/15/2001;null
652;1,121;5/11/2001;null
653;1,122;5/7/2001;null
654;1,123;5/15/2001;null
655;1,124;5/21/2001;null
656;1,125;5/17/2001;null
657;1,126;5/21/2001;null
658;1,127;5/11/2001;null
659;1,128;5/11/2001;null
660;1,129;5/14/2001;null
661;1,130;5/17/2001;null
662;1,132;5/17/2001;null
663;1,136;5/14/2001;null
664;1,137;5/17/2001;null
665;1,138;5/15/2001;null
666;1,139;5/17/2001;null
667;1,141;5/14/2001;null
668;1,142;3/31/2003;null
669;1,144;5/18/2001;null
670;1,145;5/14/2001;null
671;1,148;5/7/2001;null
672;1,149;5/18/2001;null
673;1,150;5/7/2001;null
674;1,152;5/17/2001;null
675;1,153;5/21/2001;null
676;1,154;5/21/2001;null
677;1,155;5/7/2001;null
678;1,156;5/18/2001;null
679;1,157;5/23/2001;null
680;1,158;5/16/2001;null
681;1,159;5/18/2001;null
682;1,160;5/14/2001;null
683;1,161;5/11/2001;null
684;1,162;5/18/2001;null
685;1,163;5/11/2001;null
686;1,164;5/16/2001;null
687;1,165;5/18/2001;null
688;1,166;5/16/2001;null
689;1,167;5/17/2001;null
690;1,168;5/17/2001;null
691;1,169;5/22/2001;null
692;1,170;5/18/2001;null
693;1,171;5/21/2001;null
694;1,172;5/18/2001;null
695;1,173;5/18/2001;null
696;1,174;5/11/2001;null
697;1,175;5/16/2001;null
698;1,176;5/18/2001;null
699;1,177;5/18/2001;null
700;1,178;5/17/2001;null
701;1,179;5/14/2001;null
702;1,181;5/14/2001;null
703;1,182;5/22/2001;null
704;1,186;5/21/2001;null
705;1,187;5/21/2001;null
706;1,188;5/17/2001;null
707;1,189;5/21/2001;null
708;1,190;5/21/2001;null
709;1,191;5/22/2001;null
710;1,192;5/24/2001;null
711;1,193;5/18/2001;null
712;1,194;5/17/2001;null
713;1,195;5/17/2001;null
714;1,196;5/22/2001;null
715;1,197;5/16/2001;null
716;1,198;5/16/2001;null
717;1,199;5/21/2001;null
718;1,200;5/16/2001;null
719;1,201;5/16/2001;null
720;1,202;5/21/2001;null
721;1,203;5/15/2001;null
722;1,204;5/18/2001;null
723;1,205;5/17/2001;null
724;1,206;5/17/2001;null
725;1,207;5/21/2001;null
726;1,208;5/22/2001;null
727;1,209;5/14/2001;null
728;1,210;5/17/2001;null
729;1,211;5/18/2001;null
730;1,212;5/18/2001;null
731;1,213;5/21/2001;null
732;1,214;5/21/2001;null
733;1,215;5/15/2001;null
734;1,216;5/14/2001;null
735;1,217;5/18/2001;null
736;1,218;5/18/2001;null
737;1,219;5/21/2001;null
738;1,220;5/16/2001;null
739;1,221;5/16/2001;null
740;1,222;5/15/2001;null
741;1,223;3/13/2002;null
742;1,224;5/15/2001;null
743;1,225;5/14/2001;null
744;1,226;5/11/2001;null
745;1,227;5/18/2001;null
746;1,228;5/16/2001;null
747;1,229;5/21/2001;null
748;1,230;5/15/2001;null
749;1,231;5/18/2001;null
750;1,232;10/21/2002;null
751;1,233;5/21/2001;null
752;1,234;5/21/2001;null
753;1,235;5/21/2001;null
754;1,236;5/21/2001;null
755;1,237;5/21/2001;null
756;1,238;5/21/2001;null
757;1,239;5/21/2001;null
758;1,240;5/21/2001;null
759;1,241;5/21/2001;null
760;1,242;5/16/2001;null
761;1,243;5/24/2001;null
762;1,244;5/17/2001;null
763;1,245;5/15/2001;null
764;1,246;5/14/2001;null
765;1,247;5/14/2001;null
766;1,248;5/21/2001;null
767;1,249;5/21/2001;null
768;1,250;5/18/2001;null
769;1,251;5/21/2001;null
770;1,252;5/18/2001;null
771;1,253;5/21/2001;null
772;1,254;5/18/2001;null
773;1,255;5/21/2001;null
774;1,256;5/21/2001;null
775;1,257;5/21/2001;null
776;1,258;5/21/2001;null
777;1,259;5/22/2001;null
778;1,260;5/22/2001;null
779;1,261;5/16/2001;null
780;1,262;5/16/2001;null
781;1,263;5/16/2001;null
782;1,264;5/22/2001;null
783;1,265;5/16/2001;null
784;1,266;5/14/2001;null
785;1,267;5/15/2001;null
786;1,268;5/14/2001;null
787;1,269;5/15/2001;null
788;1,270;5/15/2001;null
789;1,271;5/18/2001;null
790;1,272;5/18/2001;null
791;1,273;5/21/2001;null
792;1,274;5/21/2001;null
793;1,275;5/21/2001;null
794;1,276;5/18/2001;null
795;1,277;5/18/2001;null
796;1,278;5/18/2001;null
797;1,279;5/17/2001;null
798;1,280;5/14/2001;null
799;1,281;5/14/2001;null
800;1,282;5/18/2001;null
801;1,283;5/22/2001;null
802;1,284;5/17/2001;null
803;1,285;5/17/2001;null
804;1,286;5/17/2001;null
805;1,287;5/14/2001;null
806;1,288;5/14/2001;null
807;1,289;5/11/2001;null
808;1,290;5/11/2001;null
809;1,291;5/11/2001;null
810;1,293;5/21/2001;null
811;1,294;5/15/2001;null
812;1,295;5/15/2001;null
813;1,296;5/22/2001;null
814;1,297;5/17/2001;null
815;1,298;5/15/2001;null
816;1,299;5/22/2001;null
817;1,300;5/16/2001;null
818;1,301;5/21/2001;null
819;1,302;5/14/2001;null
820;1,303;5/21/2001;null
821;1,304;5/11/2001;null
822;1,305;5/16/2001;null
823;1,306;5/14/2001;null
824;1,307;5/18/2001;null
825;1,308;5/11/2001;null
826;1,309;5/11/2001;null
827;1,311;5/21/2001;null
828;1,312;5/22/2001;null
829;1,313;5/15/2001;null
830;1,314;5/16/2001;null
831;1,315;5/14/2001;null
832;1,316;5/21/2001;null
833;1,317;5/23/2001;null
834;1,318;5/15/2001;null
835;1,319;5/17/2001;null
836;1,320;5/17/2001;null
837;1,321;5/15/2001;null
838;1,322;5/21/2001;null
839;1,323;5/18/2001;null
840;1,324;5/18/2001;null
841;1,325;5/18/2001;null
842;1,326;5/8/2001;null
843;1,327;5/11/2001;null
844;1,328;5/7/2001;null
845;1,329;5/7/2001;null
846;1,330;5/16/2001;null
847;1,331;5/16/2001;null
848;1,332;5/16/2001;null
849;1,333;5/18/2001;null
850;1,334;5/14/2001;null
851;1,335;5/16/2001;null
852;1,336;5/14/2001;null
853;1,337;5/21/2001;null
854;1,338;5/14/2001;null
855;1,339;5/15/2001;null
856;1,340;5/16/2001;null
857;1,341;5/15/2001;null
858;1,342;5/21/2001;null
859;1,343;5/15/2001;null
860;1,344;5/15/2001;null
861;1,345;5/22/2001;null
862;1,346;5/21/2001;null
863;1,347;5/21/2001;null
864;1,348;5/18/2001;null
865;1,349;5/17/2001;null
866;1,350;5/17/2001;null
867;1,351;5/17/2001;null
868;1,352;5/18/2001;null
869;1,353;5/14/2001;null
870;1,354;5/22/2001;null
871;1,355;5/22/2001;null
872;1,356;5/11/2001;null
873;1,357;5/11/2001;null
874;1,358;5/18/2001;null
875;1,359;5/16/2001;null
876;1,360;5/14/2001;null
877;1,361;5/14/2001;null
878;1,362;5/21/2001;null
879;1,363;5/16/2001;null
880;1,364;5/18/2001;null
881;1,365;5/21/2001;null
882;1,368;5/11/2001;null
883;1,369;5/14/2001;null
884;1,370;5/18/2001;null
885;1,371;5/18/2001;null
886;1,372;5/15/2001;null
887;1,373;5/17/2001;null
888;1,374;5/23/2001;null
889;1,375;5/14/2001;null
890;1,376;5/21/2001;null
891;1,377;5/11/2001;null
892;1,378;5/15/2001;null
893;1,379;5/14/2001;null
894;1,380;5/14/2001;null
895;1,381;5/16/2001;null
896;1,382;5/23/2001;null
897;1,383;5/18/2001;null
898;1,384;5/22/2001;null
899;1,385;5/15/2001;null
900;1,386;5/15/2001;null
901;1,387;6/25/2001;null
902;1,388;5/18/2001;null
903;1,389;5/18/2001;null
904;1,390;5/21/2001;null
905;1,391;5/17/2001;null
906;1,392;5/17/2001;null
907;1,393;5/21/2001;null
908;1,394;5/18/2001;null
909;1,395;5/18/2001;null
910;1,396;5/18/2001;null
911;1,397;5/21/2001;null
912;1,398;5/16/2001;null
913;1,399;5/17/2001;null
914;1,400;5/17/2001;null
915;1,401;5/14/2001;null
916;1,402;5/15/2001;null
917;1,403;5/21/2001;null
918;1,404;5/18/2001;null
919;1,405;5/14/2001;null
920;1,406;5/15/2001;null
921;1,407;5/18/2001;null
922;1,408;5/17/2001;null
923;1,409;5/22/2001;null
924;1,410;5/16/2001;null
925;1,411;5/21/2001;null
926;1,412;5/21/2001;null
927;1,413;5/14/2001;null
928;1,414;5/22/2001;null
929;1,415;5/14/2001;null
930;1,416;5/15/2001;null
931;1,417;5/15/2001;null
932;1,418;5/17/2001;null
933;1,419;5/9/2001;null
934;1,420;5/14/2001;null
935;1,421;5/14/2001;null
936;1,422;5/18/2001;null
937;1,423;5/21/2001;null
938;1,424;5/18/2001;null
939;1,425;5/17/2001;null
940;1,426;5/15/2001;null
941;1,428;5/22/2001;null
942;1,429;5/24/2001;null
943;1,430;5/7/2001;null
944;1,431;5/16/2001;null
945;1,432;5/17/2001;null
946;1,433;5/15/2001;null
947;1,434;9/3/2001;null
948;1,435;5/15/2001;null
949;1,436;5/11/2001;null
950;1,437;5/15/2001;null
951;1,438;5/18/2001;null
952;1,439;5/15/2001;null
953;1,440;5/18/2001;null
954;1,441;5/15/2001;null
955;1,442;5/11/2001;null
956;1,443;5/7/2001;null
957;1,444;5/18/2001;null
958;1,445;5/16/2001;null
959;1,446;5/17/2001;null
960;1,447;5/18/2001;null
961;1,448;5/11/2001;null
962;1,449;5/11/2001;null
963;1,450;5/17/2001;null
964;1,451;5/21/2001;null
965;1,452;5/21/2001;null
966;1,453;5/21/2001;null
967;1,454;5/21/2001;null
968;1,455;5/21/2001;null
969;1,456;5/22/2001;null
970;1,457;5/21/2001;null
971;1,458;5/22/2001;null
972;1,459;5/18/2001;null
973;1,460;5/7/2001;null
974;1,461;5/21/2001;null
975;1,462;5/23/2001;null
976;1,463;5/17/2001;null
977;1,464;5/21/2001;null
978;1,465;5/21/2001;null
979;1,466;5/17/2001;null
980;1,467;5/18/2001;null
981;1,468;5/18/2001;null
982;1,469;5/21/2001;null
983;1,470;5/14/2001;null
984;1,471;5/21/2001;null
985;1,472;5/14/2001;null
986;1,473;5/17/2001;null
987;1,474;5/18/2001;null
988;1,475;5/17/2001;null
989;1,476;5/18/2001;null
990;1,477;5/11/2001;null
991;1,478;5/16/2001;null
992;1,479;5/21/2001;null
993;1,480;5/21/2001;null
994;1,481;5/21/2001;null
995;1,482;5/18/2001;null
996;1,483;5/11/2001;null
997;1,484;5/14/2001;null
998;1,485;5/14/2001;null
999;1,486;5/18/2001;null
1,000;1,487;5/16/2001;null
1,001;1,488;5/16/2001;null
1,002;1,489;5/16/2001;null
